1132556901,835,22,0.000474189,9.08244,12
25838453301,1024,23,0.000583648,10.0667,15
27971966721,72,17,4.013e-05,9.15079,13
6258435171,953,25,0.000512788,11.6783,17
23675040096,91,16,4.793e-05,6.72561,10
23207159856,652,22,0.000373029,9.37182,12
18109239936,350,22,0.000188339,10.4395,14
14789403141,612,21,0.000343329,9.81136,11
23456729091,232,17,0.00013054,7.8625,7
17319409191,177,21,9.158e-05,10.8271,13
21883979586,511,23,0.000274469,9.97655,15
35822765586,1037,23,0.000565848,10.3864,11
18881906721,197,19,0.00010688,8.38938,13
22286903361,697,22,0.000375969,9.28096,14
18111402501,239,19,0.000136349,7.90571,13
32266801446,1622,22,0.000902038,9.72591,10
14867054721,315,20,0.00019529,8.87339,10
8677065831,30,21,1.563e-05,10.3269,19
26612881281,373,22,0.000200309,10.5618,18
14586822786,550,22,0.000301299,10.553,16
1411789191,34,16,1.795e-05,8.22951,14
23624824641,118,16,5.932e-05,8.47549,10
25905546021,1449,25,0.000790627,10.8645,15
2269520661,873,22,0.000497049,10.0839,14
14837895681,808,23,0.000454458,9.78436,13
6495209076,1167,25,0.000654508,10.5056,15
17236955781,308,21,0.000183439,9.42476,15
36326957571,41,13,2.166e-05,6.08,7
18928201986,533,23,0.00028825,11.0371,13
26884657176,346,24,0.00019274,11.5,16
35189446176,929,24,0.000507299,10.2885,14
27970179156,117,16,6.018e-05,8.69951,12
19078337376,26,18,1.341e-05,9.02083,16
14534772801,666,23,0.000372789,10.136,13
27685847121,1734,26,0.000951037,10.7851,14
31222498866,1824,27,0.00105696,12.1416,17
10007834721,231,22,0.00014687,11.4182,14
10474623816,1807,26,0.000989627,10.7077,14
18791887491,655,22,0.000387238,9.45545,12
21500289831,2298,25,0.00127418,10.2244,13
27741143571,76,14,3.9269e-05,7.45185,8
30138307416,786,25,0.000449409,11.2696,19
23424231426,609,21,0.000346639,9.22804,11
1417811811,2231,26,0.00121891,10.6504,16
23429518896,1757,24,0.0010099,9.85137,14
9419380356,299,24,0.000160469,11.503,20
22605729831,41,18,2.109e-05,9.95946,14
28003473156,543,23,0.000294849,10.6895,15
10326704961,438,21,0.000241059,10.0621,11
30606382641,2864,28,0.0015768,12.2559,16
10057958931,221,20,0.00015831,9.78497,12
26427528456,2849,27,0.00157053,11.0714,15
23156195841,179,19,9.843e-05,8.82792,11
1647788421,1075,26,0.000581238,11.5799,16
23742914886,177,18,0.00011073,8.58117,12
624445206,752,24,0.000409659,10.0917,16
9772217616,182,18,0.00011142,8.1865,8
21746705031,1355,24,0.000739178,10.0853,12
4919162886,205,23,0.00013122,11.0603,17
5237010501,712,24,0.000387859,10.5858,16
13992690021,1421,27,0.000775308,12.0228,19
35752396641,2186,25,0.00122436,9.91612,13
34379089461,168,21,0.00012054,10.6818,15
22303360896,39,22,1.961e-05,12.0147,18
6043226151,4038,28,0.00222829,11.1541,14
17852489781,90,20,4.566e-05,9.61688,16
4368597621,2905,27,0.00167625,10.8626,17
8680380531,2301,27,0.00124575,11.8772,15
4332094791,698,25,0.000411348,10.8711,19
27704590656,2190,24,0.00121049,9.48527,10
1214457621,936,24,0.000540919,11.8384,16
1964147766,238,22,0.000141269,9.92629,16
15106265346,3038,27,0.00165574,10.957,15
18556870791,1632,26,0.000926968,10.8184,18
34712532006,4306,25,0.00241141,10.3003,11
4838360151,739,26,0.000460839,11.9036,20
10202076291,382,20,0.000214979,9.36435,14
17986716261,2084,26,0.00113599,10.7022,16
6182757411,99,16,5.121e-05,7.52841,10
12923199831,2764,27,0.00154759,11.4317,17
31744066131,428,19,0.000276469,8.66071,11
17803867656,715,25,0.000383799,13.0852,21
30970824786,68,15,3.528e-05,7.35246,11
22605730311,34,17,1.753e-05,9.27419,13
19160118546,121,15,6.073e-05,7.37799,7
9949365891,993,25,0.000548008,10.7449,17
23726401281,163,17,9.882e-05,8.92553,11
8926025571,2389,27,0.00130788,11.712,17
23492374566,369,20,0.000233459,8.33812,8
36007068951,356,20,0.000196299,8.59302,12
13507118856,1461,27,0.000789748,11.1426,21
18008723496,854,26,0.000481148,11.4814,18
9765418371,730,22,0.000409069,9.60016,12
34903364691,257,22,0.000149679,11.3218,14
26693883936,414,22,0.00022691,9.85248,12
10822747956,181,19,9.926e-05,9.89644,17
36244439826,336,20,0.00018332,9.109,8
35284993281,707,21,0.000394348,8.57759,9
1749357351,1467,24,0.000806718,11.0388,14
5234778741,1319,25,0.000740328,10.7828,13
Total time taken for all instances: 0.0551465 seconds.
